Trip_ID,start_area,end_area,distance_km,time_of_day,day_of_week,weather_condition,traffic_density_level,road_type,average_speed_kmph
TRIP_02100,Preet Vihar,Okhla,12.45,Night,Weekday,Heatwave,Low,Highway,81.1
TRIP_02101,Vasant Kunj,Chandni Chowk,16.27,Evening Peak,Weekday,Heatwave,Very High,Highway,17.7
TRIP_02102,Vasant Kunj,Kalkaji,9.44,Morning Peak,Weekend,Clear,High,Main Road,23.2
TRIP_02103,Karol Bagh,Greater Kailash,12.43,Afternoon,Weekday,Heatwave,Medium,Main Road,43.3
TRIP_02104,Punjabi Bagh,Civil Lines,9.27,Evening Peak,Weekday,Clear,Very High,Main Road,13.6
TRIP_02105,Nehru Place,Rohini,29.42,Afternoon,Weekend,Heatwave,Low,Highway,80.1
TRIP_02106,Chandni Chowk,Connaught Place,2.54,Afternoon,Weekday,Clear,Very High,Inner Road,8.2
TRIP_02107,Pitampura,Karol Bagh,8.11,Afternoon,Weekday,Fog,Medium,Main Road,16.8
TRIP_02108,Shahdara,Connaught Place,8.44,Morning Peak,Weekend,Clear,Medium,Highway,50.8
TRIP_02109,Okhla,Civil Lines,17.22,Morning Peak,Weekday,Heatwave,Medium,Highway,60.3
TRIP_02110,Rajouri Garden,Janakpuri,4.38,Afternoon,Weekend,Rain,Medium,Main Road,21.8
TRIP_02111,Connaught Place,Greater Kailash,9.57,Night,Weekend,Clear,High,Main Road,23.5
TRIP_02112,Okhla,Dwarka,23.01,Morning Peak,Weekend,Clear,High,Highway,34.1
TRIP_02113,Preet Vihar,Janakpuri,20.09,Afternoon,Weekend,Clear,High,Main Road,30.9
TRIP_02114,Hauz Khas,Punjabi Bagh,14.84,Evening Peak,Weekday,Heatwave,Very High,Main Road,8.6
TRIP_02115,IGI Airport,Kalkaji,15.01,Evening Peak,Weekday,Clear,High,Highway,33.6
TRIP_02116,Chandni Chowk,Rohini,20.26,Evening Peak,Weekday,Clear,High,Highway,38.8
TRIP_02117,Dwarka,Noida Sector 18,27.45,Evening Peak,Weekend,Clear,High,Highway,32.7
TRIP_02118,Karol Bagh,Lajpat Nagar,10.19,Morning Peak,Weekday,Clear,High,Highway,38.6
TRIP_02119,Hauz Khas,Okhla,7.23,Morning Peak,Weekday,Fog,High,Main Road,10.3
TRIP_02120,Chandni Chowk,AIIMS,9.5,Afternoon,Weekday,Heatwave,Medium,Main Road,34.0
TRIP_02121,IGI Airport,Preet Vihar,21.04,Afternoon,Weekday,Clear,Medium,Highway,53.9
TRIP_02122,Preet Vihar,Noida Sector 18,8.57,Evening Peak,Weekday,Clear,High,Main Road,24.8
TRIP_02123,Okhla,Rajouri Garden,19.41,Afternoon,Weekday,Heatwave,Low,Highway,77.7
TRIP_02124,Noida Sector 18,Chandni Chowk,12.9,Evening Peak,Weekday,Heatwave,High,Highway,36.3
TRIP_02125,Saket,Civil Lines,17.43,Morning Peak,Weekday,Clear,Very High,Highway,21.1
TRIP_02126,Nehru Place,Chandni Chowk,11.5,Night,Weekday,Clear,Medium,Main Road,32.7
TRIP_02127,Preet Vihar,Noida Sector 18,8.57,Morning Peak,Weekday,Clear,High,Main Road,25.3
TRIP_02128,Model Town,Nehru Place,19.38,Evening Peak,Weekend,Clear,Low,Inner Road,29.0
TRIP_02129,Noida Sector 18,Nehru Place,7.47,Morning Peak,Weekend,Rain,Medium,Main Road,24.8
TRIP_02130,Rohini,Chandni Chowk,20.26,Afternoon,Weekend,Heatwave,Medium,Highway,50.2
TRIP_02131,Rajouri Garden,Mayur Vihar,17.23,Evening Peak,Weekday,Clear,Very High,Highway,17.2
TRIP_02132,Vasant Kunj,Connaught Place,13.75,Night,Weekday,Clear,Medium,Highway,59.3
TRIP_02133,Preet Vihar,AIIMS,11.51,Evening Peak,Weekday,Clear,Very High,Highway,19.9
TRIP_02134,Okhla,IGI Airport,16.94,Morning Peak,Weekend,Fog,Low,Main Road,31.3
TRIP_02135,Model Town,Rajouri Garden,10.2,Morning Peak,Weekday,Rain,High,Main Road,15.8
TRIP_02136,Rohini,AIIMS,25.2,Morning Peak,Weekend,Heatwave,Low,Main Road,40.2
TRIP_02137,Kalkaji,Rajouri Garden,17.69,Evening Peak,Weekday,Clear,Very High,Highway,16.5
TRIP_02138,Nehru Place,Vasant Kunj,9.97,Afternoon,Weekend,Clear,Low,Main Road,38.1
TRIP_02139,Rajouri Garden,Preet Vihar,16.6,Morning Peak,Weekday,Heatwave,Low,Inner Road,35.3
TRIP_02140,Connaught Place,Dwarka,17.23,Evening Peak,Weekday,Fog,High,Main Road,15.0
TRIP_02141,Preet Vihar,Hauz Khas,13.62,Morning Peak,Weekday,Fog,Very High,Main Road,5.1
TRIP_02142,Karol Bagh,Lajpat Nagar,10.19,Evening Peak,Weekday,Heatwave,Very High,Main Road,12.7
TRIP_02143,Rajouri Garden,Karol Bagh,6.66,Afternoon,Weekend,Clear,Medium,Main Road,43.5
TRIP_02144,Janakpuri,Pitampura,10.13,Morning Peak,Weekday,Clear,Very High,Main Road,14.7
TRIP_02145,Kalkaji,Connaught Place,11.2,Evening Peak,Weekday,Clear,High,Main Road,20.8
TRIP_02146,Greater Kailash,Rohini,28.43,Afternoon,Weekday,Rain,Low,Highway,45.1
TRIP_02147,Rajouri Garden,Kalkaji,17.69,Night,Weekday,Fog,High,Highway,22.0
TRIP_02148,Nehru Place,IGI Airport,14.99,Evening Peak,Weekday,Clear,High,Main Road,20.2
TRIP_02149,Lajpat Nagar,Karol Bagh,10.19,Night,Weekday,Fog,Low,Highway,49.4
TRIP_02150,Mayur Vihar,Vasant Kunj,17.08,Morning Peak,Weekday,Clear,Medium,Main Road,28.7
TRIP_02151,Saket,Okhla,6.33,Night,Weekday,Heatwave,Medium,Main Road,26.8
TRIP_02152,Pitampura,Model Town,5.98,Morning Peak,Weekend,Clear,Medium,Main Road,40.1
TRIP_02153,Model Town,AIIMS,16.52,Evening Peak,Weekday,Fog,High,Main Road,16.3
TRIP_02154,IGI Airport,Dwarka,6.61,Evening Peak,Weekend,Clear,Very High,Main Road,12.0
TRIP_02155,Nehru Place,Kalkaji,1.51,Afternoon,Weekday,Clear,Medium,Inner Road,25.2
TRIP_02156,Karol Bagh,Hauz Khas,11.44,Evening Peak,Weekday,Clear,Very High,Main Road,14.6
TRIP_02157,Hauz Khas,Kalkaji,5.29,Evening Peak,Weekday,Fog,Very High,Main Road,6.1
TRIP_02158,Rohini,Civil Lines,18.15,Afternoon,Weekday,Clear,High,Highway,41.9
TRIP_02159,Pitampura,AIIMS,17.0,Morning Peak,Weekday,Fog,High,Highway,20.6
TRIP_02160,Lajpat Nagar,Preet Vihar,9.58,Afternoon,Weekday,Heatwave,Low,Main Road,42.3
TRIP_02161,Mayur Vihar,Okhla,9.53,Evening Peak,Weekday,Clear,High,Inner Road,13.0
TRIP_02162,IGI Airport,Lajpat Nagar,13.5,Morning Peak,Weekend,Clear,Medium,Highway,49.0
TRIP_02163,Lajpat Nagar,Connaught Place,7.13,Afternoon,Weekend,Clear,High,Inner Road,8.4
TRIP_02164,Pitampura,Shahdara,15.65,Afternoon,Weekday,Clear,High,Main Road,25.0
TRIP_02165,Punjabi Bagh,AIIMS,13.63,Evening Peak,Weekday,Clear,High,Highway,31.6
TRIP_02166,Rohini,Karol Bagh,16.99,Evening Peak,Weekend,Fog,Medium,Inner Road,13.4
TRIP_02167,Vasant Kunj,AIIMS,7.41,Morning Peak,Weekday,Fog,High,Main Road,12.1
TRIP_02168,Saket,IGI Airport,11.0,Evening Peak,Weekday,Clear,Very High,Main Road,13.1
TRIP_02169,Janakpuri,Karol Bagh,10.56,Evening Peak,Weekday,Fog,Medium,Main Road,17.1
TRIP_02170,Saket,Vasant Kunj,4.88,Evening Peak,Weekday,Clear,High,Main Road,20.8
TRIP_02171,IGI Airport,Greater Kailash,13.13,Morning Peak,Weekday,Clear,High,Highway,36.1
TRIP_02172,AIIMS,Janakpuri,13.39,Morning Peak,Weekend,Clear,Medium,Highway,61.3
TRIP_02173,Dwarka,Shahdara,25.37,Evening Peak,Weekday,Clear,High,Main Road,31.4
TRIP_02174,AIIMS,Hauz Khas,2.2,Afternoon,Weekend,Clear,Medium,Main Road,42.4
TRIP_02175,Vasant Kunj,Pitampura,20.67,Evening Peak,Weekend,Clear,High,Main Road,30.1
TRIP_02176,Pitampura,AIIMS,17.0,Morning Peak,Weekday,Clear,High,Main Road,28.6
TRIP_02177,Chandni Chowk,Dwarka,19.18,Night,Weekday,Clear,High,Main Road,22.3
TRIP_02178,Civil Lines,Hauz Khas,14.76,Evening Peak,Weekend,Fog,High,Main Road,12.3
TRIP_02179,Lajpat Nagar,Mayur Vihar,7.45,Evening Peak,Weekday,Heatwave,Very High,Main Road,13.4
TRIP_02180,Dwarka,IGI Airport,6.61,Morning Peak,Weekend,Rain,High,Main Road,16.7
TRIP_02181,Janakpuri,Saket,15.88,Evening Peak,Weekday,Clear,High,Inner Road,8.8
TRIP_02182,Chandni Chowk,Model Town,8.08,Morning Peak,Weekday,Fog,Medium,Main Road,15.9
TRIP_02183,Model Town,Rajouri Garden,10.2,Morning Peak,Weekend,Clear,Low,Main Road,37.0
TRIP_02184,Punjabi Bagh,Civil Lines,9.27,Afternoon,Weekend,Rain,Low,Highway,54.9
TRIP_02185,Nehru Place,Preet Vihar,10.93,Morning Peak,Weekday,Fog,High,Main Road,10.4
TRIP_02186,Mayur Vihar,Karol Bagh,11.04,Evening Peak,Weekday,Rain,Very High,Inner Road,5.8
TRIP_02187,Model Town,Shahdara,10.5,Evening Peak,Weekday,Clear,Very High,Main Road,13.1
TRIP_02188,IGI Airport,Rajouri Garden,10.32,Morning Peak,Weekday,Rain,Medium,Main Road,32.0
TRIP_02189,Okhla,Mayur Vihar,9.53,Night,Weekend,Clear,Low,Main Road,54.1
TRIP_02190,Okhla,Preet Vihar,12.45,Night,Weekday,Rain,Medium,Main Road,18.9
TRIP_02191,Chandni Chowk,Greater Kailash,11.55,Evening Peak,Weekday,Clear,Very High,Main Road,11.3
TRIP_02192,Karol Bagh,Civil Lines,4.62,Morning Peak,Weekday,Clear,High,Main Road,25.1
TRIP_02193,Connaught Place,Greater Kailash,9.57,Afternoon,Weekday,Heatwave,Medium,Main Road,43.4
TRIP_02194,Civil Lines,Hauz Khas,14.76,Morning Peak,Weekend,Fog,Medium,Highway,28.0
TRIP_02195,Kalkaji,Mayur Vihar,9.67,Afternoon,Weekday,Fog,Low,Main Road,30.5
TRIP_02196,Chandni Chowk,Lajpat Nagar,8.98,Evening Peak,Weekday,Fog,Very High,Highway,8.9
TRIP_02197,Preet Vihar,Karol Bagh,10.02,Night,Weekday,Fog,Medium,Highway,28.5
TRIP_02198,Chandni Chowk,Rajouri Garden,10.59,Afternoon,Weekday,Heatwave,Medium,Main Road,35.3
TRIP_02199,Noida Sector 18,Karol Bagh,16.06,Morning Peak,Weekday,Rain,Very High,Main Road,7.2
TRIP_02200,Rajouri Garden,Saket,15.91,Morning Peak,Weekday,Clear,High,Inner Road,20.3
TRIP_02201,Kalkaji,Rohini,30.48,Afternoon,Weekday,Fog,High,Highway,17.9
TRIP_02202,Nehru Place,IGI Airport,14.99,Morning Peak,Weekend,Clear,High,Main Road,27.4
TRIP_02203,Chandni Chowk,Okhla,13.88,Afternoon,Weekend,Clear,Low,Highway,75.9
TRIP_02204,Punjabi Bagh,Preet Vihar,16.03,Morning Peak,Weekday,Clear,Very High,Highway,19.8
TRIP_02205,Vasant Kunj,Hauz Khas,5.36,Evening Peak,Weekday,Clear,Very High,Main Road,13.0
TRIP_02206,IGI Airport,Nehru Place,14.99,Morning Peak,Weekday,Heatwave,Low,Main Road,46.3
TRIP_02207,Dwarka,Saket,17.4,Morning Peak,Weekday,Clear,High,Highway,44.2
TRIP_02208,Chandni Chowk,Noida Sector 18,12.9,Evening Peak,Weekend,Rain,Medium,Highway,36.2
TRIP_02209,IGI Airport,Lajpat Nagar,13.5,Afternoon,Weekday,Rain,High,Main Road,14.9
TRIP_02210,IGI Airport,Okhla,16.94,Afternoon,Weekday,Heatwave,High,Highway,29.5
TRIP_02211,AIIMS,Saket,4.77,Afternoon,Weekend,Clear,Medium,Inner Road,29.0
TRIP_02212,Chandni Chowk,Noida Sector 18,12.9,Night,Weekday,Fog,Low,Main Road,25.7
TRIP_02213,Mayur Vihar,Saket,13.17,Afternoon,Weekend,Clear,High,Highway,43.2
TRIP_02214,Lajpat Nagar,Janakpuri,15.7,Evening Peak,Weekday,Rain,Very High,Main Road,7.6
TRIP_02215,Mayur Vihar,Preet Vihar,3.05,Afternoon,Weekday,Clear,Low,Inner Road,34.5
TRIP_02216,Kalkaji,Nehru Place,1.51,Morning Peak,Weekday,Clear,High,Main Road,22.4
TRIP_02217,Rohini,Greater Kailash,28.43,Night,Weekday,Rain,Medium,Highway,45.7
TRIP_02218,Lajpat Nagar,Model Town,16.71,Afternoon,Weekday,Clear,High,Main Road,17.8
TRIP_02219,Punjabi Bagh,Kalkaji,18.89,Morning Peak,Weekday,Heatwave,High,Highway,29.2
TRIP_02220,Connaught Place,Punjabi Bagh,9.3,Morning Peak,Weekend,Heatwave,High,Main Road,20.7
TRIP_02221,Saket,Kalkaji,4.6,Evening Peak,Weekday,Clear,Very High,Inner Road,9.1
TRIP_02222,AIIMS,Janakpuri,13.39,Evening Peak,Weekday,Clear,Medium,Main Road,42.9
TRIP_02223,Pitampura,Mayur Vihar,18.76,Morning Peak,Weekday,Clear,High,Main Road,22.8
TRIP_02224,Model Town,Punjabi Bagh,7.93,Morning Peak,Weekday,Rain,High,Main Road,14.2
TRIP_02225,Rohini,Okhla,32.09,Evening Peak,Weekday,Clear,Very High,Highway,21.0
TRIP_02226,Dwarka,Civil Lines,20.04,Afternoon,Weekday,Clear,Low,Highway,76.1
TRIP_02227,Preet Vihar,Rajouri Garden,16.6,Evening Peak,Weekend,Heatwave,High,Highway,36.1
TRIP_02228,Preet Vihar,Dwarka,24.67,Morning Peak,Weekday,Clear,Low,Main Road,47.5
TRIP_02229,Okhla,Hauz Khas,7.23,Evening Peak,Weekend,Heatwave,Low,Main Road,50.5
TRIP_02230,Noida Sector 18,Pitampura,24.06,Afternoon,Weekday,Clear,Medium,Highway,55.3
TRIP_02231,AIIMS,Connaught Place,7.18,Afternoon,Weekday,Clear,Medium,Main Road,36.5
TRIP_02232,IGI Airport,Preet Vihar,21.04,Morning Peak,Weekend,Heatwave,High,Highway,33.2
TRIP_02233,Model Town,Saket,21.24,Morning Peak,Weekday,Rain,Low,Inner Road,14.0
TRIP_02234,Model Town,Janakpuri,14.54,Evening Peak,Weekday,Clear,Very High,Main Road,15.1
TRIP_02235,Civil Lines,Punjabi Bagh,9.27,Morning Peak,Weekend,Clear,High,Inner Road,16.9
TRIP_02236,Lajpat Nagar,Karol Bagh,10.19,Afternoon,Weekday,Clear,High,Main Road,20.7
TRIP_02237,Punjabi Bagh,Janakpuri,6.67,Night,Weekday,Clear,Low,Inner Road,23.9
TRIP_02238,Janakpuri,Civil Lines,14.89,Morning Peak,Weekday,Fog,Very High,Main Road,5.0
TRIP_02239,Lajpat Nagar,Rajouri Garden,14.1,Afternoon,Weekend,Clear,Medium,Main Road,28.3
TRIP_02240,Nehru Place,Kalkaji,1.51,Evening Peak,Weekend,Fog,Very High,Inner Road,5.0
TRIP_02241,Janakpuri,Nehru Place,18.07,Night,Weekday,Heatwave,Medium,Highway,59.5
TRIP_02242,Janakpuri,Civil Lines,14.89,Morning Peak,Weekday,Clear,High,Highway,40.4
TRIP_02243,Punjabi Bagh,Mayur Vihar,17.1,Afternoon,Weekend,Clear,High,Inner Road,10.5
TRIP_02244,Janakpuri,Preet Vihar,20.09,Evening Peak,Weekend,Fog,Very High,Main Road,7.7
TRIP_02245,Dwarka,Punjabi Bagh,11.86,Afternoon,Weekend,Clear,High,Main Road,27.6
TRIP_02246,Lajpat Nagar,Kalkaji,4.08,Evening Peak,Weekend,Fog,Medium,Inner Road,10.8
TRIP_02247,Saket,Nehru Place,5.32,Morning Peak,Weekday,Clear,High,Main Road,28.7
TRIP_02248,Nehru Place,Saket,5.32,Afternoon,Weekday,Heatwave,Very High,Main Road,14.3
TRIP_02249,Pitampura,Kalkaji,22.07,Evening Peak,Weekday,Clear,Very High,Highway,22.2
TRIP_02250,Saket,Rohini,29.0,Evening Peak,Weekend,Heatwave,Medium,Main Road,29.9
TRIP_02251,Civil Lines,IGI Airport,18.43,Morning Peak,Weekday,Clear,Medium,Highway,54.9
TRIP_02252,Chandni Chowk,Karol Bagh,3.94,Afternoon,Weekday,Clear,Medium,Inner Road,16.5
TRIP_02253,Karol Bagh,Vasant Kunj,15.08,Morning Peak,Weekend,Clear,High,Main Road,27.6
TRIP_02254,Shahdara,Civil Lines,6.29,Evening Peak,Weekend,Clear,High,Main Road,19.0
TRIP_02255,Dwarka,Civil Lines,20.04,Morning Peak,Weekday,Clear,Medium,Main Road,42.1
TRIP_02256,Saket,Rohini,29.0,Morning Peak,Weekday,Clear,Medium,Highway,52.1
TRIP_02257,Rajouri Garden,Saket,15.91,Morning Peak,Weekend,Clear,High,Main Road,28.9
TRIP_02258,Nehru Place,Karol Bagh,12.97,Evening Peak,Weekday,Clear,Very High,Inner Road,9.8
TRIP_02259,Saket,Mayur Vihar,13.17,Night,Weekday,Heatwave,Medium,Main Road,37.4
TRIP_02260,Rajouri Garden,Punjabi Bagh,2.52,Evening Peak,Weekday,Fog,Very High,Inner Road,5.0
TRIP_02261,AIIMS,Model Town,16.52,Evening Peak,Weekday,Heatwave,High,Inner Road,14.9
TRIP_02262,Hauz Khas,Mayur Vihar,11.72,Night,Weekday,Clear,Medium,Highway,57.9
TRIP_02263,Mayur Vihar,IGI Airport,20.09,Evening Peak,Weekday,Fog,High,Main Road,15.2
TRIP_02264,Janakpuri,Rajouri Garden,4.38,Evening Peak,Weekday,Clear,Very High,Inner Road,8.4
TRIP_02265,Connaught Place,AIIMS,7.18,Morning Peak,Weekend,Clear,Low,Main Road,54.0
TRIP_02266,Rohini,IGI Airport,21.91,Evening Peak,Weekday,Heatwave,Very High,Main Road,14.1
TRIP_02267,Hauz Khas,Saket,2.85,Afternoon,Weekday,Clear,Medium,Highway,50.9
TRIP_02268,Chandni Chowk,Rohini,20.26,Evening Peak,Weekday,Clear,Very High,Main Road,14.4
TRIP_02269,Noida Sector 18,Hauz Khas,12.51,Afternoon,Weekday,Clear,Medium,Highway,47.0
TRIP_02270,Janakpuri,Vasant Kunj,13.24,Evening Peak,Weekday,Heatwave,High,Highway,29.9
TRIP_02271,Karol Bagh,Model Town,7.02,Morning Peak,Weekday,Heatwave,High,Main Road,25.7
TRIP_02272,Rajouri Garden,Shahdara,16.5,Morning Peak,Weekday,Rain,High,Main Road,17.7
TRIP_02273,Saket,Preet Vihar,15.46,Afternoon,Weekend,Fog,High,Main Road,15.0
TRIP_02274,Dwarka,Lajpat Nagar,18.84,Afternoon,Weekday,Clear,High,Highway,37.7
TRIP_02275,Nehru Place,Lajpat Nagar,2.8,Afternoon,Weekday,Clear,High,Inner Road,9.1
TRIP_02276,Janakpuri,Chandni Chowk,14.33,Evening Peak,Weekday,Heatwave,High,Highway,39.4
TRIP_02277,Lajpat Nagar,Vasant Kunj,9.65,Evening Peak,Weekday,Fog,Very High,Main Road,7.8
TRIP_02278,Pitampura,Shahdara,15.65,Morning Peak,Weekday,Clear,Very High,Main Road,11.8
TRIP_02279,Rohini,Noida Sector 18,33.01,Afternoon,Weekday,Clear,High,Main Road,21.8
TRIP_02280,Janakpuri,Punjabi Bagh,6.67,Morning Peak,Weekend,Fog,Very High,Main Road,5.3
TRIP_02281,Pitampura,Rajouri Garden,6.43,Evening Peak,Weekday,Rain,Very High,Main Road,8.3
TRIP_02282,Dwarka,Preet Vihar,24.67,Evening Peak,Weekday,Rain,Very High,Highway,12.2
TRIP_02283,Mayur Vihar,Saket,13.17,Afternoon,Weekday,Rain,Medium,Main Road,24.4
TRIP_02284,Model Town,Dwarka,19.78,Evening Peak,Weekend,Heatwave,High,Main Road,16.6
TRIP_02285,Shahdara,Rohini,24.21,Morning Peak,Weekday,Clear,Low,Highway,67.9
TRIP_02286,Greater Kailash,Chandni Chowk,11.55,Afternoon,Weekday,Clear,Medium,Highway,52.1
TRIP_02287,Karol Bagh,Mayur Vihar,11.04,Evening Peak,Weekend,Clear,Low,Highway,82.0
TRIP_02288,Mayur Vihar,Vasant Kunj,17.08,Morning Peak,Weekday,Fog,Very High,Highway,8.0
TRIP_02289,AIIMS,Nehru Place,4.68,Morning Peak,Weekday,Fog,Very High,Inner Road,5.0
TRIP_02290,Preet Vihar,AIIMS,11.51,Evening Peak,Weekday,Clear,Very High,Main Road,11.4
TRIP_02291,Okhla,Civil Lines,17.22,Morning Peak,Weekend,Clear,Medium,Main Road,44.9
TRIP_02292,IGI Airport,Rohini,21.91,Morning Peak,Weekend,Heatwave,Medium,Highway,42.8
TRIP_02293,Pitampura,Hauz Khas,18.42,Evening Peak,Weekday,Clear,Very High,Main Road,8.8
TRIP_02294,Vasant Kunj,Greater Kailash,8.11,Evening Peak,Weekday,Clear,Medium,Inner Road,29.4
TRIP_02295,Connaught Place,Civil Lines,5.49,Morning Peak,Weekday,Fog,Low,Main Road,30.5
TRIP_02296,Connaught Place,Dwarka,17.23,Morning Peak,Weekday,Clear,Very High,Main Road,11.3
TRIP_02297,Nehru Place,Lajpat Nagar,2.8,Night,Weekday,Clear,Low,Highway,76.3
TRIP_02298,Nehru Place,Karol Bagh,12.97,Evening Peak,Weekday,Heatwave,High,Highway,38.8
TRIP_02299,Civil Lines,Mayur Vihar,10.05,Evening Peak,Weekend,Clear,Medium,Highway,53.4
TRIP_02300,Lajpat Nagar,Punjabi Bagh,15.06,Evening Peak,Weekday,Rain,Medium,Main Road,19.8
TRIP_02301,Janakpuri,Kalkaji,18.68,Evening Peak,Weekday,Clear,Very High,Highway,16.4
TRIP_02302,Rajouri Garden,Kalkaji,17.69,Evening Peak,Weekday,Heatwave,Medium,Main Road,32.0
TRIP_02303,Civil Lines,Dwarka,20.04,Evening Peak,Weekday,Clear,Very High,Highway,20.3
TRIP_02304,Rohini,Model Town,13.8,Evening Peak,Weekday,Rain,Very High,Main Road,6.2
TRIP_02305,Okhla,Rajouri Garden,19.41,Morning Peak,Weekday,Clear,High,Inner Road,14.8
TRIP_02306,IGI Airport,Saket,11.0,Morning Peak,Weekday,Clear,Low,Main Road,58.8
TRIP_02307,Mayur Vihar,IGI Airport,20.09,Morning Peak,Weekday,Clear,Very High,Highway,20.3
TRIP_02308,Pitampura,Mayur Vihar,18.76,Afternoon,Weekday,Clear,Low,Highway,75.6
TRIP_02309,IGI Airport,Connaught Place,14.14,Afternoon,Weekday,Clear,Very High,Highway,23.6
TRIP_02310,IGI Airport,Connaught Place,14.14,Evening Peak,Weekend,Rain,High,Main Road,15.6
TRIP_02311,Dwarka,Rajouri Garden,9.64,Afternoon,Weekend,Fog,Low,Inner Road,10.2
TRIP_02312,Dwarka,Saket,17.4,Evening Peak,Weekend,Clear,Medium,Main Road,40.8
TRIP_02313,Janakpuri,Hauz Khas,13.61,Afternoon,Weekday,Fog,High,Main Road,16.5
TRIP_02314,Pitampura,Noida Sector 18,24.06,Afternoon,Weekday,Heatwave,High,Highway,41.5
TRIP_02315,Punjabi Bagh,AIIMS,13.63,Evening Peak,Weekday,Fog,High,Highway,23.8
TRIP_02316,Dwarka,Civil Lines,20.04,Afternoon,Weekday,Clear,Medium,Main Road,38.8
TRIP_02317,Chandni Chowk,Nehru Place,11.5,Afternoon,Weekday,Clear,Very High,Main Road,10.4
TRIP_02318,IGI Airport,Rohini,21.91,Night,Weekday,Heatwave,Medium,Highway,54.4
TRIP_02319,Mayur Vihar,Vasant Kunj,17.08,Night,Weekday,Clear,Medium,Main Road,36.1
TRIP_02320,Okhla,Vasant Kunj,11.21,Morning Peak,Weekday,Heatwave,High,Main Road,23.2
TRIP_02321,Okhla,Shahdara,15.92,Afternoon,Weekday,Clear,Medium,Highway,56.0
TRIP_02322,Chandni Chowk,Shahdara,6.2,Afternoon,Weekday,Clear,Medium,Main Road,43.2
TRIP_02323,Civil Lines,Janakpuri,14.89,Morning Peak,Weekday,Clear,Very High,Main Road,12.9
TRIP_02324,Okhla,Preet Vihar,12.45,Afternoon,Weekday,Clear,Low,Main Road,48.3
TRIP_02325,Karol Bagh,Janakpuri,10.56,Evening Peak,Weekday,Clear,Very High,Highway,16.8
TRIP_02326,Greater Kailash,Model Town,19.14,Evening Peak,Weekday,Clear,Very High,Main Road,13.4
TRIP_02327,Dwarka,Hauz Khas,15.78,Afternoon,Weekend,Clear,Medium,Main Road,28.2
TRIP_02328,Lajpat Nagar,Pitampura,18.08,Night,Weekday,Clear,Low,Main Road,57.4
TRIP_02329,Mayur Vihar,Noida Sector 18,5.74,Morning Peak,Weekday,Rain,Low,Main Road,38.7
TRIP_02330,Kalkaji,Noida Sector 18,8.19,Evening Peak,Weekday,Heatwave,High,Highway,35.6
TRIP_02331,Nehru Place,Dwarka,20.8,Night,Weekend,Heatwave,Medium,Main Road,35.3
TRIP_02332,Civil Lines,Hauz Khas,14.76,Morning Peak,Weekend,Fog,Low,Highway,47.9
TRIP_02333,Civil Lines,Rohini,18.15,Afternoon,Weekday,Fog,Medium,Main Road,20.5
TRIP_02334,Rohini,Okhla,32.09,Morning Peak,Weekday,Clear,Very High,Highway,19.9
TRIP_02335,Punjabi Bagh,Model Town,7.93,Morning Peak,Weekday,Clear,Medium,Main Road,30.3
TRIP_02336,Dwarka,Connaught Place,17.23,Afternoon,Weekday,Clear,Low,Highway,67.5
TRIP_02337,Rohini,Pitampura,8.97,Evening Peak,Weekday,Clear,Very High,Main Road,14.6
TRIP_02338,Hauz Khas,Saket,2.85,Night,Weekday,Heatwave,Low,Inner Road,34.2
TRIP_02339,Punjabi Bagh,Saket,17.62,Afternoon,Weekday,Clear,High,Main Road,17.1
TRIP_02340,Chandni Chowk,Karol Bagh,3.94,Evening Peak,Weekday,Heatwave,Very High,Highway,21.0
TRIP_02341,Greater Kailash,IGI Airport,13.13,Morning Peak,Weekday,Clear,Medium,Main Road,31.9
TRIP_02342,Rohini,Janakpuri,14.51,Evening Peak,Weekday,Heatwave,Very High,Highway,15.4
TRIP_02343,Rajouri Garden,Mayur Vihar,17.23,Night,Weekday,Heatwave,High,Main Road,21.1
TRIP_02344,Lajpat Nagar,Rohini,26.64,Evening Peak,Weekend,Clear,High,Highway,41.4
TRIP_02345,Vasant Kunj,IGI Airport,6.9,Afternoon,Weekday,Rain,Medium,Inner Road,15.1
TRIP_02346,Civil Lines,Greater Kailash,14.87,Evening Peak,Weekday,Fog,High,Main Road,17.2
TRIP_02347,Rohini,Preet Vihar,25.98,Morning Peak,Weekend,Clear,Low,Main Road,60.4
TRIP_02348,Janakpuri,Civil Lines,14.89,Afternoon,Weekday,Heatwave,Medium,Highway,66.8
TRIP_02349,Lajpat Nagar,Okhla,5.46,Afternoon,Weekday,Heatwave,Medium,Inner Road,11.8
TRIP_02350,Nehru Place,Okhla,2.67,Afternoon,Weekday,Heatwave,High,Highway,39.9
TRIP_02351,Vasant Kunj,Model Town,22.01,Evening Peak,Weekend,Clear,Low,Highway,59.5
TRIP_02352,Saket,Vasant Kunj,4.88,Afternoon,Weekday,Clear,Low,Inner Road,19.9
TRIP_02353,Punjabi Bagh,Preet Vihar,16.03,Morning Peak,Weekday,Clear,Medium,Main Road,34.1
TRIP_02354,Rohini,Rajouri Garden,13.1,Night,Weekday,Clear,High,Highway,30.8
TRIP_02355,Civil Lines,Pitampura,9.41,Evening Peak,Weekday,Clear,Very High,Main Road,13.9
TRIP_02356,IGI Airport,Rohini,21.91,Morning Peak,Weekday,Rain,High,Highway,31.2
